Año de siembra,Altitud (msnm),Superficie (m2),Distancia entre filas (cm),Fecha de siembra,Distancia en la fila (cm),Fertilizaci�n,Riego,Clima,Costo de producción (USD),Otros costos (USD),Producci�n (kg)
2020,183.9131979,703.8810153,100,11/07/2020,20,15,2,tropical,218.7706627,240.9854773,1616.278547
2020,236.1758808,4584.154619,70,21/06/2020,20,30,2,seco,211.1630164,51.22243539,1729.729942
2020,217.1108438,3555.585898,80,21/06/2020,30,20,3,tropical,150.4337379,195.3749102,1536.255889
2020,112.5490885,3923.301662,90,31/07/2020,50,20,3,templado,197.6975681,170.0357385,1893.743741
2020,154.6112359,2616.831294,100,06/09/2020,50,30,3,seco,123.0697134,238.0074819,1896.903418
2020,246.7659147,4854.855785,100,20/08/2020,50,30,3,húmedo,189.2203506,257.9899316,1779.319057
2020,289.4249372,3378.771056,90,14/09/2020,40,15,3,templado,208.4112115,151.2247304,1611.600956
2020,149.3849626,1018.117346,80,29/07/2020,30,20,3,húmedo,112.871587,115.4280818,1514.216348
2020,137.8476168,3144.335005,80,22/07/2020,20,15,3,tropical,216.2112702,298.610702,2076.420523
2020,11.28575777,568.4161556,70,26/06/2020,20,20,2,templado,147.8061086,193.1144138,1563.167395
2020,46.25220625,1519.079905,80,22/06/2020,20,15,2,templado,123.8372005,151.9558506,1893.044841
2020,,4494.70643,80,08/07/2020,50,20,3,húmedo,116.0873456,148.5649045,1591.192146
2020,266.155531,4143.153196,100,29/09/2020,20,20,3,seco,252.6177105,64.60438554,1620.656169
2020,223.7822287,3142.666637,70,11/09/2020,50,15,3,húmedo,160.4057271,261.3814379,1798.719928
2020,157.7138642,3120.042218,80,19/09/2020,,20,3,húmedo,116.9791194,81.45402549,1839.747605
2020,104.090334,2452.659059,90,17/07/2020,20,15,1,tropical,285.1124061,277.1939796,2094.942052
2020,125.2541523,3077.252809,90,23/07/2020,40,30,1,tropical,271.9285867,66.15341265,1961.627343
2020,275.1541421,4956.758159,80,03/07/2020,40,15,3,seco,220.7326015,79.79376246,1906.923921
2020,156.7033325,3607.370447,100,17/06/2020,,15,3,tropical,108.9352208,78.75932414,1891.16536
2020,52.03560068,653.8049127,90,29/09/2020,20,30,1,húmedo,223.0607626,290.5586839,1868.441817
2020,94.58723176,,80,01/08/2020,20,15,3,húmedo,290.2138787,194.6754703,1604.894704
2020,40.1006731,3517.965419,100,09/08/2020,40,20,1,húmedo,272.217209,165.3649729,1651.64429
2020,149.0728325,3914.015636,100,07/09/2020,40,20,1,húmedo,122.6574913,197.5387144,1795.982111
2020,299.2254045,4251.414939,90,10/08/2020,30,20,2,tropical,285.552114,181.0589747,2017.924571
2020,191.189233,3156.233984,80,14/09/2020,40,20,3,templado,280.3419619,120.6761365,2027.610944
2020,185.3707885,2435.689664,70,09/08/2020,30,15,2,templado,272.1836299,277.5377479,1650.060963
2020,0.613341335,3761.406779,100,08/09/2020,50,20,3,húmedo,253.0846827,131.8696701,1733.188859
2020,199.1191143,672.3768996,80,11/07/2020,40,20,3,tropical,149.6060899,271.7990274,1807.526417
2020,84.58264979,2057.320879,100,08/07/2020,20,20,1,tropical,255.5697721,98.18119786,1873.589092
2020,294.628088,4141.116915,80,26/09/2020,20,30,2,templado,126.1871702,202.6965334,1552.439346
2020,,4632.415181,80,20/07/2020,30,30,3,tropical,296.187031,102.8758102,1576.686053
2020,172.0628726,1389.883795,100,01/08/2020,30,20,1,húmedo,266.9931533,214.5326207,1888.296271
2020,291.0968453,2103.19127,80,28/07/2020,40,30,1,húmedo,102.3311289,270.9060771,1964.544311
2020,272.8313888,4101.308505,80,21/09/2020,40,30,3,templado,123.8514181,272.073529,1928.25095
2020,89.78113333,947.9547525,80,20/09/2020,30,30,1,tropical,142.5238997,111.8819945,1637.721655
2020,111.221933,1865.288166,90,11/06/2020,20,20,2,húmedo,227.5760551,112.7773586,2055.629307
2020,151.192649,1458.334599,90,13/07/2020,30,30,3,húmedo,182.6642101,87.73726037,1786.22996
2020,9.305235631,4200.824858,80,25/08/2020,50,20,1,seco,290.8250475,292.4780324,1517.2809
2020,158.8790333,856.2185309,100,03/09/2020,50,20,2,húmedo,204.0028068,290.3787607,1764.555246
2020,224.89324,3592.854589,100,04/09/2020,30,15,3,tropical,196.7758328,55.39301221,1820.946517
2020,229.72665,3648.25379,80,17/06/2020,50,30,2,,222.5510241,209.4772173,2097.631436
2020,218.6069793,4944.821823,100,21/09/2020,20,20,3,tropical,168.8168337,203.8852875,1953.126715
2020,235.8200116,3938.434379,80,16/07/2020,20,20,1,tropical,131.0884127,250.2557327,1913.309231
2020,68.92248233,3404.718922,100,19/09/2020,30,15,1,tropical,187.8722466,111.5548594,1770.641049
2020,27.97475442,3893.100719,70,10/06/2020,20,15,2,seco,171.7310434,284.5916893,1726.347339
2020,90.02950512,,80,03/08/2020,40,30,3,húmedo,269.5005349,169.2817292,1527.218213
2020,141.6802497,3719.794412,70,24/06/2020,40,30,2,tropical,299.7822413,225.2752969,1541.493338
2020,110.0787814,3343.43987,100,28/06/2020,50,20,2,húmedo,120.0333839,67.21101807,2057.43954
2020,141.0593039,3008.628824,70,03/06/2020,50,15,2,húmedo,260.5457672,183.5234523,1841.505421
2020,220.8002425,2684.443821,80,20/09/2020,20,20,2,húmedo,127.0017398,219.7861286,1788.124688
2020,280.1285985,3654.374055,80,19/06/2020,50,15,2,,285.1491325,166.8846894,1651.516539
2020,230.0863161,1730.792004,80,02/06/2020,50,20,1,seco,277.2328035,222.7131388,1815.094043
2020,114.9698562,2674.308303,100,25/07/2020,20,30,1,tropical,256.2099103,123.6679839,2007.098099
2020,200.8907868,1660.064624,80,29/06/2020,50,15,1,húmedo,210.2488991,265.1514303,1724.314623
2020,126.8277966,3168.445434,80,01/06/2020,20,20,3,seco,279.2965705,59.91219988,1693.404096
2020,70.26711201,4124.804398,90,08/08/2020,20,15,1,tropical,206.7806141,201.3132562,1815.367699
2020,9.223781008,3327.582884,90,31/07/2020,50,30,1,templado,281.6478004,155.5016142,2094.995661
2020,69.48040364,2828.308573,70,14/08/2020,50,15,3,tropical,239.2096522,81.61085571,1871.676444
2020,72.10372975,,70,09/07/2020,30,30,1,húmedo,148.3199398,118.7130308,1961.898554
2020,193.2991097,2930.122748,70,11/06/2020,30,30,1,húmedo,179.0174887,240.2450103,1827.036341
2020,199.7026954,3691.051688,80,28/08/2020,50,20,2,húmedo,104.9928572,146.1886522,2000.823274
2020,270.5606302,4345.781164,70,02/09/2020,40,15,1,seco,202.2801088,194.9955607,2097.633647
2020,60.74742136,2925.833035,70,29/07/2020,,20,3,húmedo,268.7673612,179.8156478,1672.289241
2020,,1328.958025,80,09/09/2020,50,20,3,templado,253.0521916,64.89907652,1548.10733
2020,,4834.884631,90,03/07/2020,40,15,2,seco,142.8921978,243.5970601,1611.103187
2020,155.8247999,3733.496242,100,22/08/2020,30,20,2,húmedo,285.8950942,171.5166843,1756.835174
2020,273.474037,3427.872703,100,22/07/2020,,20,3,húmedo,198.8864672,241.2818912,1650.889468
2020,254.2616705,3253.228652,70,04/07/2020,,30,1,,161.3872475,211.5078491,1586.933312
2020,257.3317551,4741.254579,90,27/06/2020,50,20,3,seco,132.0764738,119.2538229,1649.408209
2020,168.0219541,4343.027369,80,12/08/2020,50,20,2,húmedo,181.8006939,293.0351624,2022.387308
2020,205.2489579,2588.706491,70,28/06/2020,30,20,3,seco,174.2753272,57.10266732,2063.320691
2020,79.76103727,855.5631964,80,04/06/2020,,30,2,templado,169.3592722,258.2273742,1976.843981
2020,80.58689648,4682.885034,100,11/07/2020,20,15,3,húmedo,238.0003694,297.4761717,1787.430799
2020,132.8648996,3345.459073,70,01/08/2020,20,15,3,húmedo,176.1436788,188.852275,1810.2708
2020,219.3905404,3765.309133,100,01/07/2020,40,20,3,húmedo,184.7786465,52.47164182,1773.104283
2020,166.6020416,3212.677195,90,16/09/2020,20,20,1,seco,240.3570203,166.1890531,1535.29023
2020,102.4683019,1863.174907,80,19/06/2020,50,20,1,tropical,194.1342777,70.72444281,1913.969718
2020,122.5814572,3286.863347,90,07/06/2020,20,20,3,húmedo,128.4799099,62.04652905,1604.181016
2020,166.1675442,3272.633118,70,31/07/2020,20,20,3,seco,117.0162328,273.874433,1983.2386
2020,210.7753642,1423.811917,70,19/07/2020,50,30,3,seco,218.6435869,244.9933341,1585.966608
2020,29.96425016,,90,05/08/2020,,15,1,húmedo,290.8221816,192.4241568,1687.653416
2020,257.6031161,,70,15/09/2020,50,20,1,seco,267.6369669,87.31299246,1805.36116
2020,129.9990383,3457.194795,90,29/08/2020,40,20,2,templado,169.4911659,273.5132234,2017.280491
2020,15.2110898,1807.317295,100,05/06/2020,30,20,1,tropical,100.5184408,68.50960673,2005.195718
2020,53.11725817,4188.023671,70,19/06/2020,40,30,3,húmedo,284.349486,171.8626941,1824.471703
2020,171.5221194,4848.892257,70,17/07/2020,50,15,1,húmedo,233.166802,89.16961489,1971.74556
2020,192.4352559,1752.814911,80,09/06/2020,20,20,3,húmedo,287.1703844,140.4914865,1875.704065
2020,257.5682006,3099.567839,100,09/06/2020,50,20,1,seco,100.4421226,182.2296239,1780.718066
2020,173.9092527,1565.162694,100,30/07/2020,30,15,2,tropical,293.4963481,54.35899537,1990.198187
2020,80.29172812,515.4266925,80,26/07/2020,50,30,1,húmedo,239.5491696,157.8063788,1677.860215
2020,216.8518408,,80,03/06/2020,,20,2,templado,271.3990037,155.568302,1790.016588
2020,121.0725054,1542.094163,80,02/08/2020,50,30,2,húmedo,197.5839631,133.7103692,1727.669701
2020,157.4752606,2622.719933,90,23/06/2020,50,30,2,tropical,241.3918822,60.99872692,1540.336206
2020,126.6771194,4586.73662,80,07/07/2020,,20,3,húmedo,176.075536,292.2910567,1637.401842
2020,32.05553998,,80,19/06/2020,50,15,3,tropical,182.3591331,110.7048977,1608.022495
2020,259.967896,4803.515391,70,28/09/2020,40,15,2,tropical,154.3221665,127.5010433,1953.58815
2020,122.3623199,4849.727976,90,30/08/2020,40,30,3,húmedo,174.8272391,88.11191701,1583.622034
2020,139.2786859,2941.223156,90,28/07/2020,50,15,1,tropical,259.8296101,179.4689016,1515.280965
2020,204.5991295,4704.632335,90,12/07/2020,20,15,3,seco,122.8490329,180.0110585,1596.223979
2020,217.186336,2881.678291,70,07/07/2020,40,30,3,seco,126.5814612,74.17239035,1902.883384
2020,22.498694,2360.262146,70,17/09/2020,40,20,2,tropical,113.5719241,144.6725877,1766.241213
2020,144.265279,4593.878634,70,29/09/2020,40,30,3,seco,123.7699572,213.5090375,1651.937938
2020,51.49477977,4388.918512,80,24/09/2020,20,20,2,húmedo,267.7777374,249.5344398,1890.597342
2020,79.83271227,3999.788266,80,17/09/2020,20,15,1,templado,159.4143188,54.80392085,1953.144547
2020,253.5268136,2718.732589,70,28/06/2020,50,30,3,seco,169.9847507,190.9684936,1840.688064
2020,144.7936029,550.7102568,90,28/09/2020,30,15,1,húmedo,243.4466639,169.5457306,1621.001916
2020,220.3536842,762.7767875,90,20/07/2020,40,20,3,templado,230.6101468,297.3243946,1925.621698
2020,113.9782369,4065.829697,90,08/09/2020,50,30,1,húmedo,217.4362289,145.2842623,
2020,251.2633463,4832.703591,90,17/08/2020,40,20,1,húmedo,190.2581377,278.9532977,1702.952185
2020,87.76192024,558.1696814,70,03/06/2020,40,30,3,húmedo,190.8081986,257.3863138,1809.36745
2020,2.884906956,932.2601492,90,27/09/2020,50,15,3,húmedo,258.6242257,159.2325694,1715.104919
2020,154.9070941,2873.480051,100,24/08/2020,50,15,3,templado,228.9714329,111.1422768,1917.973165
2020,219.5536165,,100,23/06/2020,50,20,1,húmedo,172.8040407,213.2009469,1586.956469
2020,42.24828932,893.9335329,80,25/09/2020,,15,2,húmedo,135.4015631,190.8949355,1792.136619
2020,229.0585952,4429.934925,100,30/06/2020,20,15,3,húmedo,141.8644059,217.8732895,1838.08069
2020,51.99769945,1682.112001,90,21/09/2020,30,30,2,tropical,186.8601288,227.3201855,1948.320798
2020,66.30771804,3279.691043,100,19/09/2020,50,15,3,tropical,125.6040217,195.3814167,1629.829023
2020,200.3916208,1412.078731,100,16/06/2020,50,30,1,seco,218.8509912,196.4017,1578.53686
2020,242.999125,2658.639385,90,26/07/2020,20,15,1,tropical,269.045512,96.85346332,1929.276788
2020,115.3904219,2063.394974,100,06/07/2020,50,20,3,húmedo,245.5211241,225.0956435,1864.091004
2020,284.609214,1251.456363,100,08/08/2020,40,30,3,húmedo,135.5838721,183.5894885,1562.825142
2020,120.2551972,,100,26/09/2020,30,20,3,seco,229.6217888,153.2383177,1970.240006
2020,250.7296833,1815.921439,70,05/09/2020,20,20,3,tropical,261.9326024,231.2581257,1757.143648
2020,,3908.590237,100,25/09/2020,20,30,3,templado,171.6662095,298.3675509,1618.020202
2020,148.1690139,2382.511664,70,18/06/2020,20,20,3,tropical,195.9698277,133.3507965,1735.839719
2020,88.47367148,,90,30/08/2020,40,15,2,tropical,154.2433132,165.7184045,1769.365447
2020,209.4961878,2707.538668,80,22/09/2020,30,20,2,húmedo,257.2357388,170.4049317,1835.385446
2020,166.0540536,2015.332309,80,30/06/2020,50,15,1,tropical,274.7701838,107.4511908,1713.734515
2020,62.64521821,647.2922143,100,03/06/2020,40,20,1,templado,142.3395234,186.4149584,1715.633217
2020,79.02964883,,90,10/08/2020,20,20,2,húmedo,250.0801294,109.9497659,1693.49488
2020,299.5460064,3632.006907,90,12/07/2020,30,30,3,seco,263.5319322,186.7133357,2002.203457
2020,157.626925,4062.19205,80,19/09/2020,20,15,3,tropical,115.1436412,297.6420396,1998.269491
2020,252.9106912,1567.976714,70,20/08/2020,30,15,3,tropical,153.2424088,111.1040169,2037.53854
2020,299.5707411,1632.681887,100,19/09/2020,40,15,3,húmedo,140.6082807,148.848837,1568.82671
2020,66.49342501,770.2478575,100,14/09/2020,20,30,3,húmedo,109.1976049,297.4218782,1565.539495
2020,189.5996883,778.8243719,70,11/08/2020,30,20,1,húmedo,141.845148,244.4396963,1976.845801
2020,265.6818862,4034.435197,70,23/07/2020,20,30,3,húmedo,218.2032941,65.71493501,1633.437405
2020,230.7805917,4270.009964,80,07/06/2020,50,15,3,seco,105.2272405,246.1885695,1708.591453
2020,278.127576,3255.342579,90,17/06/2020,30,30,1,tropical,212.9894907,150.5827974,1854.128776
2020,150.7832649,1942.295507,70,18/09/2020,30,20,3,seco,213.0813762,157.3903502,1532.491358
2020,136.9109102,1157.588106,70,12/08/2020,30,15,3,tropical,123.63138,111.8037462,1617.423228
2020,10.2216335,1438.159225,90,20/09/2020,50,20,2,templado,157.6562882,231.4209435,2035.658052
2020,118.6246579,3164.131899,70,31/08/2020,30,30,3,tropical,287.1640151,251.9139875,2065.277715
2020,78.87920951,1893.752146,80,12/09/2020,,30,3,templado,139.7628722,146.171424,1527.333054
2020,200.4319242,1163.604825,90,16/07/2020,20,15,1,tropical,194.5039615,64.43371522,
2020,126.3814189,4023.760396,80,16/07/2020,20,15,2,húmedo,267.8147786,73.26667328,2064.298047
2020,245.5103024,4791.756843,100,01/09/2020,20,30,2,húmedo,199.4408746,137.4714528,1701.354041
2020,222.1211638,4790.864296,70,09/08/2020,30,20,1,tropical,122.7030013,84.66437225,2040.680216
2020,20.49127814,,100,01/08/2020,40,30,2,húmedo,111.8882402,88.13429634,1672.609805
2020,55.29017536,973.2256404,70,31/08/2020,30,20,3,seco,139.0921006,283.4871148,1733.415829
2020,288.4244622,677.026372,80,06/09/2020,,15,1,húmedo,272.9321353,125.5476531,1538.490826
2020,167.7242674,2405.791093,90,08/08/2020,40,20,3,húmedo,286.8633971,213.196068,1639.848001
2020,31.04271859,1045.255571,80,02/08/2020,40,15,1,seco,232.1548605,188.3218086,1683.632157
2020,142.5066523,,100,05/08/2020,40,20,2,seco,169.8957328,139.7237688,1898.412672
2020,113.4009805,3235.40031,100,12/09/2020,30,15,3,húmedo,276.5494442,179.3571026,1851.7836
2020,269.5111605,4667.337531,90,19/07/2020,,20,1,húmedo,280.1583349,295.9910784,1518.844976
2020,87.85839022,4804.923629,100,19/07/2020,30,30,2,templado,198.3461245,266.9841377,1628.732846
2020,205.4481173,587.2083746,100,11/06/2020,30,15,2,húmedo,231.5752805,142.4125706,2049.560115
2020,159.6840848,4699.123273,70,01/06/2020,,30,2,templado,151.4631989,291.6958356,1630.660971
2020,45.81185364,4817.358102,100,26/08/2020,50,15,1,seco,124.4702153,136.4613641,1664.423135
2020,,1068.519825,70,30/07/2020,30,30,2,húmedo,259.6415761,193.9336119,1701.967049
2020,48.04371394,4695.14435,80,02/09/2020,30,15,3,seco,210.8107404,270.9698316,1629.45893
2020,277.9737653,3067.266873,70,31/07/2020,,20,3,húmedo,293.8435396,138.68751,1541.911921
2020,207.5880452,3226.727565,70,23/06/2020,50,30,1,tropical,178.1285166,275.3634501,2041.648408
2020,34.88072277,3058.986557,100,23/07/2020,20,20,3,tropical,207.9458566,137.2865219,1553.490087
2020,105.6746911,3990.741842,100,06/07/2020,40,15,1,húmedo,178.9997788,141.4924705,1988.118483
2020,235.2111977,2242.01079,90,06/09/2020,30,30,2,húmedo,261.6808109,239.2064074,2090.986513
2020,201.8385719,1684.730949,80,11/09/2020,30,30,2,tropical,100.6008759,134.6433744,2045.781021
2020,271.733445,4235.522034,80,22/09/2020,30,20,1,seco,151.5175838,121.4804301,1676.407751
2020,76.78058921,2408.009374,90,23/07/2020,20,30,1,tropical,244.7618892,86.82762186,1959.000361
2020,165.9117492,3473.046734,90,30/07/2020,40,20,1,húmedo,125.9404845,104.3999357,1511.764631
2020,178.3113961,3898.136907,100,12/07/2020,50,15,3,húmedo,113.2846,181.8578911,1997.779873
2020,81.79733916,4655.895809,90,27/08/2020,,30,2,tropical,160.0491858,218.9488782,1680.685784
2020,221.1889004,1966.971348,100,21/08/2020,40,15,1,húmedo,218.7395572,176.1703129,1924.358974
2020,74.74204247,4892.744689,100,27/08/2020,40,30,2,húmedo,144.0313989,150.1382252,1996.123999
2020,150.0330458,2385.878551,80,31/08/2020,40,30,1,templado,133.3847196,246.3861399,
2020,183.2345208,3723.404644,100,12/07/2020,50,15,3,tropical,111.6741826,100.8727245,1577.189795
2020,115.6728018,578.2575208,90,01/07/2020,40,20,3,seco,195.0352927,273.6991573,1560.173657
2020,55.8842346,4173.541427,90,09/07/2020,30,30,1,templado,192.8226544,107.0126664,1886.531523
2020,146.1727612,1948.076111,80,12/09/2020,20,30,1,húmedo,244.1782161,248.6863971,1885.262445
2020,119.9498558,1222.616272,90,03/07/2020,30,20,3,seco,266.6416829,188.0582832,
2020,238.7142666,1128.311921,80,05/06/2020,20,30,3,tropical,216.5501799,273.363645,2065.310885
2020,209.3672177,2308.955638,80,17/06/2020,40,20,1,tropical,118.7768115,118.6168628,1747.582637
2020,189.0817898,1784.702216,80,21/08/2020,50,30,1,seco,122.8232657,243.7952232,1574.842089
2020,266.9114693,1362.798837,70,15/06/2020,40,30,1,húmedo,266.7254967,264.9863967,1990.773898
2020,9.645541809,779.1663733,90,04/09/2020,50,30,2,tropical,136.3847048,123.245681,1985.402677
2020,211.8157664,,100,13/07/2020,30,15,2,húmedo,186.7627953,181.3778824,1860.22992
2020,28.16930781,2055.614084,80,23/09/2020,50,15,3,templado,109.2902597,66.00028635,1924.468981
2020,82.69873843,3676.598918,90,13/08/2020,40,20,1,tropical,261.7680971,242.8218056,1895.966919
2020,55.17290959,4417.241587,80,24/06/2020,30,15,2,tropical,235.192335,190.5081763,1917.051771
2020,8.960668424,1424.515104,90,25/08/2020,20,30,1,húmedo,150.9182659,264.5515856,1640.970881
2020,246.0665717,1775.244854,80,08/07/2020,30,30,2,tropical,178.800852,157.8011919,2036.706717
2020,38.36979706,4082.600371,90,26/09/2020,,30,2,húmedo,193.0919095,148.9826007,2066.764104
2020,118.9842954,2554.140302,70,03/06/2020,20,15,3,seco,275.0950635,127.3273183,1713.571627
2020,42.98280378,4953.283884,80,13/08/2020,30,30,3,templado,208.6589307,254.325628,1890.302891
2020,230.1146589,3352.002121,90,08/08/2020,30,20,1,húmedo,289.4674674,54.81594576,1583.435951
2020,225.6930238,3985.946737,80,24/07/2020,20,20,3,seco,245.8152927,298.8099368,1681.333805
2020,125.4920682,4977.710611,100,06/09/2020,30,20,1,seco,232.9355204,169.2520356,1604.46826
2020,210.255015,3168.985859,70,18/06/2020,50,20,2,húmedo,248.7642968,198.386496,1981.527347
2020,230.9385772,4812.464758,100,24/08/2020,20,15,2,templado,207.2167876,299.3419531,1984.33176
2020,43.54969378,3926.246036,70,05/07/2020,20,30,1,tropical,226.6309199,245.6363284,1806.177856
2020,107.7821722,4940.648371,90,22/09/2020,30,15,2,tropical,186.5030103,51.24031931,1894.891066
2020,171.8236752,2629.494344,80,12/09/2020,50,20,2,templado,215.6675516,130.4994488,1972.602573
2020,220.9630605,4920.485459,90,24/06/2020,30,15,1,húmedo,178.0091503,165.0749464,
2020,230.9667788,2653.905207,80,23/07/2020,20,20,2,húmedo,155.2154344,262.8562219,1900.561496
2020,265.6130697,3696.113134,80,19/07/2020,40,20,1,húmedo,174.5363239,142.2662125,1573.382819
2020,284.3470504,3975.012575,70,20/06/2020,30,15,1,templado,208.9836633,108.1246324,2012.133222
2020,288.2781459,1493.889212,70,01/09/2020,20,20,2,templado,125.2569658,130.346974,1651.448223
2020,225.5244946,835.7552267,100,29/06/2020,40,15,1,templado,244.0775805,194.4249487,1819.477538
2020,272.7812737,2739.621082,100,10/09/2020,30,30,2,húmedo,292.6656073,153.5943757,1974.850808
2020,1.695847589,3216.832953,100,18/09/2020,20,15,1,templado,198.4536026,149.6736099,1881.338498
2020,210.5423183,3623.1617,100,21/07/2020,30,20,3,seco,247.6867784,138.8319922,2009.912279
2020,187.2696512,1029.68231,100,22/08/2020,30,30,2,húmedo,194.988091,102.8817468,1769.662868
2020,,569.6338814,70,07/07/2020,20,30,1,húmedo,109.8396453,136.3177062,1843.612109
2020,,1771.146024,100,11/07/2020,20,20,2,tropical,246.6729857,186.6827152,1983.236534
2020,107.8923617,823.5726787,100,19/08/2020,30,30,3,húmedo,254.6612242,228.0055925,1596.908026
2020,70.01062639,,70,31/07/2020,40,20,3,templado,269.6075873,277.3573863,1623.541714
2020,220.3010567,3319.373419,100,30/08/2020,50,30,2,húmedo,111.2452555,266.5488674,1789.592141
2020,15.92788149,4711.017141,80,01/07/2020,20,30,1,,277.1949488,130.7650909,1973.715666
2020,268.2446375,1411.028096,70,17/07/2020,40,15,1,seco,240.1396045,141.4708069,1993.915366
2020,27.84970032,3039.591148,100,17/09/2020,50,30,2,húmedo,135.0692224,70.93853519,1796.64129
2020,87.50488933,2646.677606,100,21/07/2020,20,15,3,húmedo,261.8080946,226.2678745,1639.380959
2020,64.85451852,4326.46146,80,13/09/2020,40,30,3,tropical,252.9898994,99.17451488,1630.709748
2020,281.3385699,1659.167497,90,04/07/2020,40,30,3,húmedo,127.2652639,160.0614004,1809.682007
2020,169.952978,883.5139515,80,28/07/2020,40,15,3,seco,253.7676,69.87251938,1855.535201
2020,176.8059312,829.0754395,100,12/09/2020,30,30,2,tropical,186.6281636,286.4703731,1668.506917
2020,,2816.816625,100,02/09/2020,50,20,2,tropical,131.6058885,123.8531987,1752.22837
2020,211.0446023,3888.241176,70,21/06/2020,40,15,1,seco,251.3657164,56.34585252,1994.905903
2020,187.1233431,4202.278448,100,25/06/2020,40,30,1,húmedo,227.7296751,74.16324154,2078.652514
2020,186.144972,3373.43265,100,24/08/2020,20,30,2,tropical,127.9113508,261.4002592,1770.602749
2020,191.8393594,600.157532,100,27/07/2020,50,20,2,seco,101.6718075,156.2148717,1745.833439
2020,212.5652621,822.9470154,70,27/06/2020,30,20,3,tropical,213.6211662,176.7844115,1511.78696
2020,116.0775126,3516.822527,90,07/09/2020,40,20,3,templado,224.1522062,180.2786747,1695.368695
2020,40.07257804,4022.648787,80,27/08/2020,20,20,2,húmedo,184.799577,195.7501862,1926.181121
2020,47.62157257,,80,07/09/2020,50,20,3,húmedo,225.7534206,189.9614984,1521.270291
2020,59.38976837,4745.952625,100,03/07/2020,50,15,2,seco,273.9094619,142.4574101,1949.635516
2020,125.7380854,1198.292146,100,30/08/2020,50,15,1,tropical,125.1955388,243.062835,2093.175171
2020,181.9484857,4083.749607,70,10/06/2020,30,20,2,húmedo,240.1787689,204.4521802,1544.848609
2020,44.55264611,4989.966311,100,05/06/2020,20,15,2,templado,203.3002364,245.365526,1666.362239
2020,67.0577925,1858.754217,90,19/06/2020,30,20,1,tropical,203.7619023,210.3632024,2040.941039
2020,149.0612345,3743.372954,90,07/07/2020,20,15,3,seco,274.1694503,215.6797785,1579.977454
2020,178.1256783,3072.510006,80,03/08/2020,50,30,1,tropical,119.5509008,99.90718805,
2020,25.22855849,3161.353041,100,05/07/2020,20,30,1,templado,138.0702178,108.1046443,1791.117653
2020,101.2777017,2547.95835,80,16/08/2020,,20,3,húmedo,236.0794778,264.0862329,2019.486211
2020,25.81601792,2468.555588,90,11/06/2020,40,20,3,tropical,294.3858032,97.16723118,2054.004519
2020,148.9946908,,70,04/08/2020,20,20,1,seco,135.0949325,97.3858944,1955.217048
2020,272.8871744,4267.279846,70,20/09/2020,20,20,3,tropical,217.8962186,240.2573407,1967.769586
2020,259.035955,1062.455745,90,17/07/2020,20,15,1,tropical,118.8064144,260.5606511,1700.964098
2020,185.7386249,2319.532557,90,16/09/2020,20,20,1,húmedo,205.07831,290.0242889,1912.474243
2020,163.6227232,3647.616504,80,19/08/2020,40,30,3,tropical,292.6104916,179.8402116,1691.230946
2020,,4351.514795,90,05/06/2020,20,20,1,tropical,212.5988759,55.11114445,1599.840953
2020,202.5951966,,100,06/07/2020,30,30,3,tropical,250.4472966,293.4088593,1672.372126
2020,258.0142901,4840.074173,90,16/08/2020,30,20,2,húmedo,159.8506536,294.8065387,1610.682182
2020,35.12511318,3795.129044,80,21/07/2020,20,20,1,,217.9613011,148.1874582,1944.491194
2020,15.1374356,3433.638771,90,19/06/2020,40,20,2,húmedo,112.5384231,170.0285505,1872.493749
2020,50.30668025,2574.034678,100,28/07/2020,20,30,3,tropical,164.747423,283.1885173,2032.44685
2020,286.6256768,4263.117715,70,02/06/2020,40,30,2,,123.6667825,188.8114523,1563.505499
2020,205.4697384,,80,26/08/2020,30,30,1,húmedo,279.7121556,278.8310939,1763.528204
2020,179.4067718,4521.985212,100,29/06/2020,30,30,2,,149.3050215,246.1379341,1544.756733
2020,214.4040312,1309.428807,70,23/07/2020,50,20,3,húmedo,233.1143128,208.3480812,1549.655001
2020,268.4854484,2462.944368,70,23/08/2020,40,15,3,tropical,221.3913567,50.67949519,1695.241379
2020,292.2879464,2342.08496,100,13/06/2020,20,20,2,tropical,238.0029249,66.65205134,1633.370492
2020,65.13379129,729.4238843,70,01/09/2020,40,20,3,húmedo,205.3193233,296.8403378,1682.526608
2020,35.55133554,4179.126506,70,11/08/2020,50,20,2,seco,198.6124905,234.6691762,1630.310101
2020,,2403.307561,80,23/07/2020,30,20,1,húmedo,237.7904148,199.7187693,1580.842409
2020,129.393878,934.5793995,80,14/06/2020,40,15,2,húmedo,186.0129091,217.0505984,1721.240556
2020,211.4950028,1273.554547,90,01/07/2020,40,15,2,templado,281.2397846,191.8102021,1750.208603
2020,137.6814957,4961.803666,80,02/07/2020,20,15,2,húmedo,108.3265938,202.1660776,2066.155113
2020,14.12944169,3218.754209,70,07/07/2020,50,15,3,templado,215.6090432,142.0842038,2098.146495
2020,110.0698736,4052.885766,80,05/08/2020,,20,2,húmedo,221.2873152,247.2298898,
2020,96.04262149,3987.888274,80,16/07/2020,40,15,1,húmedo,267.93328,222.1128267,1737.749811
2020,245.4582856,4790.576661,80,06/06/2020,20,30,2,húmedo,158.1095226,156.6518183,1717.201141
