Año de siembra,Altitud (msnm),Superficie (m2),Distancia entre filas (cm),Fecha de siembra,Distancia en la fila (cm),Fertilizaci�n,Riego,Clima,Costo de producción (USD),Otros costos (USD),Producción (kg)
2021,76.0050403,2341.697505,100,11/07/2021,20,20,1,templado,103.7915223,99.53299957,2032.381879
2021,60.61054309,4431.545722,90,25/06/2021,50,30,1,seco,132.4476239,186.5568815,1818.546009
2021,118.6194968,4449.815067,100,30/08/2021,40,30,2,tropical,216.3320618,243.7443056,1817.153383
2021,144.8431586,1709.09385,70,18/08/2021,30,20,2,húmedo,153.916938,63.56054544,1533.048115
2021,207.8978593,1259.168201,100,08/07/2021,40,20,1,tropical,280.8656032,224.2120834,2029.140873
2021,250.1986628,4887.406339,80,07/09/2021,30,15,3,templado,138.4867377,196.9657294,1787.217556
2021,251.4917305,4121.922064,80,08/07/2021,50,30,1,húmedo,227.2719207,185.1995046,2055.181743
2021,122.5280048,672.0052192,80,21/07/2021,30,20,1,seco,211.8851835,140.43108,1770.903764
2021,286.1366802,2347.303842,70,04/08/2021,20,30,1,templado,260.5652178,222.9829211,1918.795146
2021,229.8760597,,70,31/08/2021,20,30,1,húmedo,125.2565681,279.6138973,1502.906681
2021,239.6939171,4533.23257,90,22/06/2021,40,30,2,templado,129.9358866,230.9695799,1860.048226
2021,161.3296483,2437.172413,80,20/09/2021,30,15,3,tropical,180.4347452,97.70822365,1841.741272
2021,111.409518,4552.925375,100,01/07/2021,30,20,2,húmedo,167.9769044,228.6327581,1754.371133
2021,1.307090168,3752.612456,80,22/07/2021,40,15,1,seco,163.5821912,75.08399409,2021.512991
2021,176.3370089,4102.67984,90,27/07/2021,30,20,1,húmedo,228.4208642,202.9936415,1586.453586
2021,207.1846675,1937.321652,100,26/07/2021,40,20,3,tropical,279.8345227,124.1711524,1841.8923
2021,267.8409854,2806.597298,70,07/07/2021,20,30,2,templado,258.5022738,52.45629892,1804.880973
2021,174.5104918,3892.339519,80,11/07/2021,50,20,1,tropical,288.4738194,154.7011436,2031.137386
2021,111.6188926,1430.073037,80,15/09/2021,40,20,1,seco,123.0709655,199.234178,1538.073851
2021,280.7086497,2538.851452,90,27/07/2021,30,30,3,tropical,136.6358023,173.2784349,1569.124587
2021,47.72090148,3347.38467,90,18/08/2021,40,30,2,tropical,248.6994904,259.3299604,1779.518772
2021,9.993879528,4554.825534,90,11/09/2021,20,20,2,húmedo,113.6092461,258.0366507,2063.173238
2021,61.22620879,4700.896071,80,28/09/2021,50,20,1,seco,258.8181285,79.07972019,1573.100142
2021,54.75849812,3916.804484,100,25/09/2021,50,15,3,seco,166.6928213,143.5935565,1783.190109
2021,180.9731648,2497.285238,70,17/06/2021,50,20,2,seco,213.4515235,142.3634228,1768.189832
2021,186.3274188,3005.297069,70,14/07/2021,20,15,1,,145.1843127,217.6339397,1677.965909
2021,210.8870099,2983.814472,80,03/06/2021,20,30,3,tropical,228.9657615,93.89973056,1982.613329
2021,128.3748548,1344.437931,70,15/06/2021,40,30,2,templado,178.6452299,182.520317,1791.46218
2021,265.7519474,1863.48517,70,05/08/2021,30,30,1,húmedo,228.8945992,66.85268338,1947.421272
2021,171.2589708,,70,15/09/2021,20,15,1,húmedo,168.1704137,86.99391698,
2021,106.1158711,4008.070436,100,18/08/2021,40,15,2,húmedo,264.0102407,296.7570312,1681.470903
2021,270.3785901,4356.090308,70,25/06/2021,20,20,1,húmedo,267.576754,216.1915031,2089.334161
2021,29.72979848,802.4571057,100,14/08/2021,50,30,1,tropical,206.8030747,219.6935441,1895.68485
2021,225.9413374,1218.550025,70,15/07/2021,30,20,2,templado,200.9507269,195.8176621,1843.497066
2021,150.0753641,1432.453928,90,03/06/2021,50,15,2,húmedo,166.501323,292.1261715,1885.13939
2021,244.0514157,4385.415476,90,19/09/2021,20,30,3,húmedo,270.9501727,58.53991916,1737.43703
2021,69.17971873,2484.005568,100,23/09/2021,20,15,3,seco,189.0541839,182.2696196,1769.238866
2021,296.0724356,3267.267901,90,29/08/2021,,30,1,húmedo,171.914121,210.2667752,1969.15583
2021,215.5156022,2955.206372,90,14/06/2021,30,20,3,húmedo,121.6772293,230.52054,2049.595649
2021,120.1505243,818.4519586,80,14/09/2021,30,15,1,templado,264.9333294,104.3841147,1802.684244
2021,32.23263034,4499.030299,70,05/07/2021,30,30,3,húmedo,176.3890519,253.937667,1548.306526
2021,161.8735784,671.0161526,90,18/07/2021,20,15,2,húmedo,299.0181,172.8881408,1660.733354
2021,19.95539382,2657.393696,80,21/08/2021,40,30,3,húmedo,125.5103809,272.2026423,1576.136895
2021,282.9495715,4651.425515,70,15/06/2021,30,20,2,húmedo,208.6100763,160.3052957,1651.303631
2021,261.0970843,,80,04/08/2021,40,20,3,seco,210.910823,52.48688559,2065.902659
2021,215.9551417,3118.424305,100,25/07/2021,30,30,3,templado,156.5129005,72.86994705,1730.202809
2021,280.4458471,3939.371077,100,09/08/2021,20,30,2,tropical,246.057015,158.5113589,2091.165566
2021,99.45754816,2861.795881,90,03/09/2021,50,30,2,tropical,199.7593436,290.0166707,1628.060782
2021,13.03610503,517.4771491,90,03/08/2021,30,15,1,seco,240.605839,162.2773669,1613.68152
2021,273.4034759,2924.08152,90,15/09/2021,40,15,2,seco,109.2577182,165.3973829,1581.13935
2021,221.2921011,661.7663075,100,30/08/2021,50,15,3,,121.615657,171.3366497,2031.810882
2021,219.6753332,4984.941038,80,30/07/2021,20,15,3,húmedo,138.1559543,169.2897806,1656.097994
2021,249.052496,2927.030637,100,10/07/2021,50,30,1,tropical,216.5521414,205.8690238,1589.017017
2021,122.566339,2103.187481,70,01/07/2021,40,20,2,seco,248.1232677,243.3452205,1580.891499
2021,116.1587586,3736.35383,70,15/06/2021,40,20,1,tropical,224.4644995,233.1829416,1885.170901
2021,269.4228164,1092.334624,90,01/07/2021,30,30,1,húmedo,194.1130104,268.6454303,1679.303068
2021,150.1664775,3216.345733,80,03/07/2021,30,20,3,seco,206.3355419,189.6766822,1527.890984
2021,1.954248005,,70,26/07/2021,40,15,1,seco,154.4227771,178.3532716,2030.3138
2021,124.6294815,4330.614484,100,20/07/2021,20,15,3,tropical,108.1541392,146.4262311,1840.29903
2021,15.15957198,4591.820448,90,11/07/2021,30,20,2,seco,171.2450979,88.51343033,2016.479257
2021,107.2344373,4287.819225,70,30/08/2021,30,30,2,húmedo,290.7886896,90.33555318,1862.804114
2021,297.9368023,4604.925671,70,07/07/2021,20,20,1,húmedo,257.3508271,132.9381178,1600.594494
2021,27.04623889,4744.381958,100,04/06/2021,30,15,1,húmedo,235.2481904,293.1343159,1798.525903
2021,253.9108336,1095.653987,100,20/07/2021,50,30,2,tropical,259.4221505,158.5547296,2096.326229
2021,20.13598298,1749.351221,70,30/06/2021,50,15,2,seco,252.1570553,99.31395252,2043.842672
2021,19.01412645,704.8979211,70,26/08/2021,30,15,1,seco,203.3059814,121.3891369,1522.916492
2021,258.948157,3956.761064,100,10/07/2021,30,20,1,húmedo,259.8645231,192.8124901,1917.289876
2021,292.529824,1818.064814,100,01/09/2021,40,30,1,templado,290.2514284,222.7463452,1520.543502
2021,114.2869505,1479.730135,80,01/07/2021,40,20,3,húmedo,181.0951927,93.48968255,1701.39669
2021,134.0116977,1156.751222,100,17/07/2021,50,15,1,húmedo,113.6889518,76.31717743,1764.075797
2021,,1867.634743,70,02/09/2021,30,15,3,seco,124.2079187,234.4363945,
2021,287.9557545,1676.677721,70,24/09/2021,30,15,3,tropical,216.9494638,67.01454737,1657.081242
2021,112.8988296,3452.712474,80,14/08/2021,,20,3,templado,220.5648487,142.0614112,1681.462396
2021,0.370494309,2943.716452,70,09/06/2021,20,15,2,,213.984552,75.87211069,1639.108634
2021,154.09535,1138.991525,70,17/09/2021,30,15,1,seco,216.8675671,285.4178226,2085.27169
2021,118.3442795,878.9200559,90,01/07/2021,50,30,2,húmedo,292.5449017,241.1844362,1643.980635
2021,49.28457421,1024.50859,100,18/08/2021,30,30,1,húmedo,146.6197395,57.11555887,
2021,234.2152543,4224.801627,90,08/08/2021,50,20,3,seco,175.5262847,77.27085423,1607.166661
2021,142.5787065,887.1544654,100,01/06/2021,20,15,2,tropical,267.4025619,91.82702833,1971.650893
2021,116.8528824,2181.786186,80,08/06/2021,20,30,2,húmedo,280.3574545,117.3233479,1837.318265
2021,56.49688646,1453.457255,80,24/07/2021,40,15,1,húmedo,258.5637658,74.81706886,1905.087491
2021,23.44395043,2066.821771,90,08/08/2021,50,20,2,húmedo,183.7380366,112.8821791,1638.598082
2021,79.19972304,4721.968008,80,22/07/2021,20,15,2,seco,213.6307572,169.1434727,1651.233272
2021,32.26413436,725.1235449,80,26/07/2021,50,30,3,seco,112.7201473,211.80887,1711.505751
2021,14.95069156,3662.800194,100,23/06/2021,20,20,2,tropical,292.3378586,88.88455219,1744.25461
2021,221.7550944,2367.102081,100,10/07/2021,50,15,3,húmedo,245.6231107,223.6980179,1938.908975
2021,67.83600172,4163.853621,80,15/09/2021,30,20,3,húmedo,174.4422729,166.3611626,2031.445855
2021,26.28988845,3445.727926,70,13/07/2021,,20,3,seco,240.1454829,97.68369313,
2021,3.568803125,1028.890614,70,29/08/2021,50,15,1,húmedo,142.5492253,287.3501145,1836.572635
2021,237.6650061,2631.986221,90,05/08/2021,30,30,3,tropical,258.3753532,128.8696344,1912.844117
2021,127.8477236,1159.456503,100,22/09/2021,,20,1,húmedo,184.5629879,177.1089526,2013.176846
2021,282.4969213,2775.463313,80,05/08/2021,20,15,3,tropical,114.6167099,182.5872225,1914.556921
2021,77.3235767,4515.739933,90,29/07/2021,20,30,2,seco,213.7864003,225.3762267,2017.673198
2021,68.44091016,4667.343992,70,01/09/2021,30,20,3,templado,226.947672,178.7989631,2064.723176
2021,158.1457104,3039.027606,70,07/07/2021,50,20,2,seco,293.7848972,81.20393883,1688.491382
2021,262.7024578,4523.075315,80,04/06/2021,30,15,2,húmedo,126.9291727,73.77375955,1590.086744
2021,131.5601997,4687.175763,70,17/08/2021,20,15,1,húmedo,279.9647481,250.1770995,1871.569214
2021,17.4996985,1429.203075,100,20/09/2021,30,20,1,húmedo,114.9221542,131.4424192,1906.83146
2021,253.0651573,1812.336147,80,11/08/2021,40,20,3,húmedo,114.5485672,52.5056679,1672.803003
2021,15.78946606,1621.727033,100,06/07/2021,30,20,2,húmedo,291.0773871,246.8628928,1781.918617
2021,248.1021298,1580.141913,90,27/08/2021,40,20,1,tropical,223.2808823,183.218099,2006.597162
2021,3.498860713,2378.759547,100,12/09/2021,30,15,3,tropical,185.5782921,251.0970188,1819.173007
2021,12.7874099,2336.681764,80,15/06/2021,30,15,3,tropical,136.8076124,255.7291128,1968.77091
2021,,1996.035652,90,20/07/2021,20,30,1,húmedo,157.871381,110.7162663,1914.778217
2021,241.1418418,890.7629982,100,04/09/2021,20,15,1,tropical,251.0625063,67.22028639,2034.607316
2021,73.95648092,2441.673875,70,29/07/2021,20,30,3,tropical,274.7473146,89.08422545,2026.011192
2021,39.42641665,3131.324421,90,27/08/2021,40,20,1,tropical,171.2617404,163.4493653,2064.538477
2021,172.4669472,3425.282229,70,28/06/2021,,30,3,seco,158.9607708,113.413247,1880.122669
2021,243.6039486,,90,05/07/2021,50,30,1,templado,291.4425843,64.45811482,2003.371398
2021,24.5505011,2436.347532,90,06/08/2021,40,15,2,seco,151.5597682,185.1168806,1564.135903
2021,,4548.35663,80,13/07/2021,,30,2,húmedo,149.301055,242.677794,1524.056656
2021,80.6951321,4660.521025,70,19/06/2021,30,30,2,húmedo,115.4674933,61.6450431,2014.431223
2021,195.5375729,2588.943172,70,28/07/2021,30,30,3,tropical,155.7062143,296.5957202,1751.217384
2021,111.5633523,1724.647704,70,24/09/2021,30,30,1,húmedo,151.9480301,286.7524505,2002.238213
2021,167.0513423,3447.315221,80,05/08/2021,40,15,1,húmedo,152.2119259,225.6723847,2080.15959
2021,25.95212662,1404.687379,90,16/06/2021,40,20,1,tropical,185.3037101,74.83153545,1947.100399
2021,43.09464949,4410.475466,90,18/06/2021,30,30,1,húmedo,239.982408,175.377541,1513.717628
2021,4.559835629,2995.069481,90,07/07/2021,50,20,2,seco,125.5098138,158.6603812,1882.803899
2021,137.5013814,2043.642044,70,30/08/2021,20,15,3,templado,215.917074,153.4783124,1533.262983
2021,288.682935,1405.79434,100,07/09/2021,40,15,3,templado,240.934247,181.5769307,1726.324298
2021,260.8713273,3348.289612,100,20/08/2021,50,15,3,húmedo,285.021654,244.1633759,1674.833704
2021,88.73328942,3144.441917,100,15/09/2021,40,30,2,húmedo,268.7758461,51.93651586,1530.453528
2021,73.54115666,4614.8661,90,04/09/2021,30,15,1,húmedo,135.410093,242.0982698,1865.766939
2021,7.666344667,552.3819419,70,29/08/2021,40,30,3,tropical,217.1337895,150.4888399,1538.383547
2021,222.1238921,2005.555558,70,19/06/2021,40,15,3,húmedo,170.4113862,234.4471221,1554.802617
2021,256.7252603,2949.030725,70,29/08/2021,50,30,2,seco,107.8773095,279.2607131,1918.837551
2021,224.1615389,1184.120389,80,12/08/2021,50,15,1,tropical,162.8843205,212.1275671,1622.314405
2021,238.6863781,4264.416103,100,29/09/2021,30,15,1,húmedo,259.5972215,282.0467944,1740.438073
2021,78.85147391,2909.884109,80,05/09/2021,30,15,3,templado,280.3805664,103.5198568,1880.554029
2021,104.5594065,4910.980822,70,20/06/2021,20,15,3,húmedo,208.1018614,90.55418942,2068.488026
2021,79.68101994,1200.888824,90,13/08/2021,50,20,1,tropical,205.3503046,202.2733819,
2021,243.0780284,4648.711416,80,08/08/2021,50,20,2,tropical,145.1023602,87.98496988,1583.628083
2021,,3527.565327,100,20/09/2021,30,15,1,seco,101.3390658,182.0019007,1525.091406
2021,233.1322743,3582.346607,80,16/06/2021,50,15,3,seco,293.1283427,99.17565116,1558.443832
2021,39.10145553,4902.856668,90,22/09/2021,30,30,1,húmedo,104.4986546,250.7641238,1968.957286
2021,253.1525288,3640.864498,70,17/08/2021,20,20,3,húmedo,229.747397,115.7886364,1780.481703
2021,118.6639676,3937.259565,70,21/09/2021,20,30,3,húmedo,221.4583436,208.6005607,1709.473337
2021,31.1952572,1996.093433,70,19/09/2021,50,30,1,seco,169.1706979,108.6641939,
2021,54.01806419,3940.957077,70,22/07/2021,30,30,2,húmedo,214.4592963,224.5222969,1597.429399
2021,119.5478968,3248.693038,90,05/07/2021,30,20,3,tropical,153.5302278,160.9766285,1570.269289
2021,192.829393,3581.704544,70,16/08/2021,,30,1,seco,135.3547298,74.37058703,1911.831338
2021,4.543751539,3693.751212,80,12/06/2021,30,30,2,tropical,216.0311964,247.704918,1508.814984
2021,95.83997427,2121.913106,90,29/07/2021,50,20,2,templado,152.1377694,72.50168959,1630.720446
2021,19.88349083,3032.418855,80,03/07/2021,20,30,1,seco,206.7593363,237.7564399,1513.798343
2021,282.2141293,1354.53766,70,27/09/2021,20,15,3,templado,247.991899,122.9007827,1864.680404
2021,32.03565906,896.6322629,100,08/09/2021,20,15,2,tropical,200.0702782,151.3790952,2002.063699
2021,116.4837785,2123.643559,80,03/07/2021,30,30,3,tropical,163.2003401,298.5967446,1705.490419
2021,92.12950601,3111.474195,70,23/06/2021,50,30,2,húmedo,228.359958,52.0974029,1993.202752
2021,35.76824456,4590.335605,100,26/06/2021,40,15,3,tropical,293.6145457,75.93845226,1524.13895
2021,69.11827478,1626.606123,80,04/09/2021,50,20,3,húmedo,194.9566964,103.6483539,1750.043785
2021,136.2185465,1338.626472,90,28/08/2021,30,20,3,tropical,290.1250762,226.0165117,2009.55732
2021,144.5543827,1130.883728,80,22/07/2021,20,30,3,templado,233.9438942,237.6252698,1507.406075
2021,33.23180699,1842.170131,80,12/06/2021,40,30,1,seco,115.0735162,103.4871829,1863.738152
2021,41.85926476,949.3731695,90,28/08/2021,40,15,1,húmedo,231.1042872,153.008757,1863.626325
2021,,,70,18/08/2021,40,30,1,templado,210.654202,209.9689292,1505.310598
2021,10.54173211,1213.233375,80,24/06/2021,20,15,3,seco,122.5045896,67.70446249,1537.901588
2021,183.8033966,4039.311681,90,26/07/2021,50,15,1,tropical,161.4879856,230.8815118,2013.233654
2021,170.480968,4141.897655,80,12/09/2021,30,15,1,tropical,295.370843,61.76232995,1982.249043
2021,33.8536107,2932.677567,90,03/09/2021,20,20,2,húmedo,299.1876028,253.2838322,1961.04993
2021,213.1527403,1093.498804,100,21/06/2021,40,20,2,húmedo,122.4792225,176.0362482,1508.839603
2021,177.4616319,2077.739591,80,23/09/2021,40,30,3,tropical,113.963964,242.7074976,1949.731564
2021,160.6968606,1036.351701,90,22/08/2021,40,20,2,tropical,134.2114936,102.7813891,1938.551756
2021,10.47537451,2326.538453,70,16/08/2021,30,15,1,seco,254.3809136,106.2812746,1677.997005
2021,,3192.601067,90,02/09/2021,20,15,1,seco,100.2211377,256.6029004,1581.544206
2021,91.49245343,4377.502053,70,16/08/2021,30,20,2,húmedo,194.6472082,53.51401735,2011.625076
2021,73.47254974,2727.937563,90,01/07/2021,50,30,2,templado,162.6202283,151.0120302,1607.942171
2021,38.15949723,2444.494154,90,05/09/2021,20,15,3,húmedo,157.2731598,56.38659565,1642.284835
2021,94.00575646,749.6803546,80,15/09/2021,50,30,2,tropical,251.0938012,60.57226326,1890.765688
2021,176.3693348,3634.313071,100,21/08/2021,50,15,1,húmedo,225.6908279,139.3165698,1730.440758
2021,56.22320834,1185.590476,70,01/09/2021,40,20,3,seco,214.2343948,220.0935814,1655.9863
2021,137.8457058,2895.105024,80,18/07/2021,50,15,1,tropical,135.2320148,87.66603456,1781.211266
2021,,3748.837244,80,06/08/2021,30,20,2,,208.075078,259.7662464,1690.677476
2021,53.51441717,2106.725343,100,13/09/2021,30,30,3,húmedo,248.9856927,126.5238061,1585.554739
2021,152.8300343,718.4094671,90,01/06/2021,20,20,1,tropical,220.51484,91.62582228,1662.496793
2021,183.2893713,722.6979641,70,25/07/2021,40,20,3,húmedo,103.1282877,211.8625416,1892.431881
2021,291.7327006,,90,01/06/2021,30,15,1,templado,148.3104581,119.824046,1776.685626
2021,114.0240801,2646.946423,90,30/07/2021,40,15,3,templado,280.5910791,163.1235997,1791.933065
2021,188.1715092,2495.223977,80,19/07/2021,20,30,2,tropical,195.4614746,236.3262456,1593.34768
2021,261.2978837,3988.477644,70,26/08/2021,30,20,3,tropical,107.4349116,86.53242959,1515.124488
2021,158.858909,1096.683627,70,10/07/2021,20,20,2,tropical,275.7675224,212.3640838,2020.33965
2021,126.5968091,2810.510991,80,20/06/2021,,20,2,húmedo,258.0938619,207.6033707,1639.964155
2021,63.75725743,3390.225456,80,09/09/2021,50,30,2,seco,272.5741759,182.0351416,1627.943087
2021,224.943178,1758.889012,80,26/08/2021,50,20,2,tropical,252.4761543,213.8748141,1754.169465
2021,283.1938851,,80,13/08/2021,50,20,3,templado,171.6580108,168.7543519,1713.956566
2021,105.4469835,,70,29/08/2021,20,15,2,tropical,134.1196161,133.1995381,1694.956354
2021,217.3327383,4574.654538,90,07/09/2021,40,15,1,seco,292.9462177,243.2787896,1884.553464
2021,226.7738356,3892.363504,80,06/07/2021,20,20,2,seco,204.3501467,247.7398164,1548.297547
2021,144.4454899,2252.212809,80,15/09/2021,40,20,1,húmedo,246.6691455,60.15536522,1778.219784
2021,68.93726049,3296.730904,100,20/09/2021,30,20,3,seco,108.0397375,238.7926267,2048.428936
2021,8.696148409,3414.03432,70,04/09/2021,20,15,1,tropical,287.9248421,201.6504971,1857.625591
2021,12.85639451,3101.809824,90,28/07/2021,50,15,1,seco,278.6172251,217.6679474,1557.295082
2021,,4989.025849,80,21/08/2021,30,30,3,húmedo,217.5680065,119.0490343,1770.954392
2021,237.470287,3278.090658,100,16/09/2021,50,20,3,húmedo,132.4728731,99.13326898,1551.263242
2021,252.3051672,2522.205817,70,26/07/2021,20,15,1,templado,103.4092098,145.1757323,1519.882475
2021,149.8500593,3880.326691,70,27/07/2021,40,15,1,húmedo,267.2909328,207.3293207,1744.659641
2021,254.2707459,1307.578431,70,13/08/2021,50,20,3,húmedo,150.8786234,145.8153819,2096.86689
2021,255.4462252,2674.417621,100,24/07/2021,40,15,1,húmedo,191.3316082,131.9685903,1587.312998
2021,276.2601855,3834.130139,70,11/06/2021,50,20,1,templado,122.9756826,279.8670014,1721.947324
2021,218.3125064,3365.467664,90,24/08/2021,40,20,3,húmedo,278.8529466,286.9443952,1948.176113
2021,144.5435992,1937.25998,90,14/07/2021,40,30,1,seco,108.2778281,282.1395081,1805.90303
2021,99.40553528,1096.807233,80,24/08/2021,20,20,2,seco,187.6417315,169.5250095,1590.712499
2021,36.02798407,559.0845116,100,14/07/2021,30,30,3,seco,145.7062315,218.4437018,1595.177415
2021,127.7863316,4725.912709,100,17/06/2021,50,30,2,húmedo,246.0468882,280.9210859,1940.857896
2021,20.91140722,,100,05/09/2021,20,20,3,tropical,196.0272054,129.8067141,2010.17879
2021,10.82056524,3335.320118,90,10/06/2021,20,30,1,húmedo,146.8714493,97.26948771,1527.053795
2021,42.33632028,3363.236445,90,05/09/2021,40,30,3,tropical,243.6610163,251.4438199,1723.077229
2021,216.5935812,4021.7821,70,16/08/2021,50,20,3,seco,131.5002724,207.8854697,
2021,128.066354,2521.681969,70,06/07/2021,30,20,2,seco,283.2566693,176.3303519,1823.063235
2021,6.943816688,4965.827987,80,02/09/2021,40,15,3,húmedo,179.2547764,278.4826738,1979.559676
2021,2.552676475,882.9907354,100,02/08/2021,30,15,1,húmedo,188.7221843,292.7211518,1674.669102
2021,164.9293577,,90,13/06/2021,50,30,3,tropical,251.2540224,270.1391871,1543.167987
2021,35.2714863,2532.466497,100,16/07/2021,30,20,3,seco,206.2647637,81.05551632,2038.545165
2021,288.7026612,4947.587493,100,22/09/2021,30,30,3,húmedo,163.6797976,197.5277441,1790.019573
2021,128.7416638,,90,26/07/2021,20,30,2,húmedo,181.9222552,299.4225158,1614.614023
2021,32.69176514,877.7954991,80,09/06/2021,30,30,3,húmedo,102.3282549,62.31423515,2003.783245
2021,44.99870127,2950.207649,80,17/07/2021,40,20,3,seco,192.9118568,225.1392827,1723.560561
2021,86.50893272,907.574047,80,31/08/2021,50,20,3,tropical,172.9419563,258.4878247,1836.1445
2021,216.8794152,4800.896448,90,14/08/2021,50,20,2,húmedo,148.9978011,124.7952419,2013.640408
2021,186.7290632,1655.912316,80,03/08/2021,40,30,2,húmedo,190.9913162,149.6875382,1870.427005
2021,203.9803205,2779.99961,90,13/09/2021,40,20,1,tropical,171.7287568,75.52490209,1961.708854
2021,296.7281033,635.5278578,70,23/07/2021,40,30,3,húmedo,277.1268408,217.6935236,1696.163661
2021,267.7710811,1158.940402,80,06/09/2021,40,30,3,húmedo,185.4183309,265.9019687,1773.723852
2021,99.61438096,3150.498336,70,04/07/2021,50,30,3,seco,108.6436241,201.4832504,1501.850162
2021,214.0027995,2413.31433,70,04/09/2021,40,30,1,,292.4838305,79.1387886,1775.942157
2021,266.9993648,1283.577381,90,08/09/2021,40,15,1,húmedo,144.2058862,196.643046,1683.661744
2021,135.7008963,3894.264704,100,17/06/2021,50,20,2,tropical,236.3463536,68.20156093,2071.695316
2021,127.0281893,3985.440668,80,14/06/2021,40,15,1,tropical,140.8446191,265.1429784,1702.690146
2021,233.2712442,3779.782735,100,29/06/2021,40,15,2,húmedo,280.6546624,236.5620798,1817.690916
2021,3.41343676,3386.415794,100,15/06/2021,50,30,3,húmedo,298.2252454,283.3668785,1567.402276
2021,254.1209674,2920.303605,70,04/08/2021,50,15,1,húmedo,107.3694126,208.8515419,1748.227333
2021,,2137.116055,90,22/06/2021,40,20,3,húmedo,227.0873652,298.9535965,1631.690042
2021,246.3292864,2491.918674,70,02/07/2021,50,30,1,húmedo,105.11298,136.1344505,1517.104363
2021,238.1284091,2736.119546,90,29/09/2021,30,30,2,húmedo,114.2442008,81.7294158,1738.999334
2021,77.59337144,3105.55008,100,12/08/2021,30,15,3,seco,206.3936634,92.65836322,1653.285335
2021,68.23443291,1156.461668,90,03/07/2021,40,20,1,tropical,115.0758455,228.0106814,2069.972616
2021,116.2170391,3178.132935,70,02/06/2021,40,20,1,tropical,170.2516852,281.6038619,1512.767039
2021,157.6107321,3225.997625,100,01/06/2021,30,20,2,seco,265.9188838,272.1934665,1778.667429
2021,,2859.496163,70,30/07/2021,50,15,2,tropical,270.7084005,268.3055709,1861.088096
2021,112.9434119,836.0383639,90,24/09/2021,,15,3,húmedo,219.7998925,57.76888279,1906.218945
2021,35.82086321,,70,08/08/2021,50,20,3,,264.3170769,252.6644511,1660.388683
2021,109.001013,,80,16/09/2021,30,20,1,seco,274.6366862,102.9118915,1887.680644
2021,7.676528386,4522.804107,100,18/08/2021,50,15,1,tropical,155.3639465,246.6867505,1796.009937
2021,174.4004596,4052.571516,80,26/07/2021,40,20,2,húmedo,294.9887106,171.0182991,1661.508797
2021,3.945470083,3140.573879,90,20/09/2021,50,20,1,seco,298.7588151,97.98754668,
2021,227.3591009,3118.898739,80,12/06/2021,40,15,1,seco,106.8894917,156.7506577,1947.847056
2021,69.80873019,1043.888392,80,26/09/2021,40,30,1,seco,167.6662296,194.8165405,1520.28991
2021,242.6153323,1785.376698,100,20/09/2021,50,15,1,húmedo,230.0654605,203.3062646,
2021,187.55472,3423.074433,80,13/07/2021,40,20,1,seco,192.1231017,93.37975221,1931.336034
2021,269.0945919,3331.884997,100,09/09/2021,40,30,2,húmedo,282.8325721,64.5796256,
2021,209.0397137,2529.301428,90,18/07/2021,30,30,2,tropical,161.5043432,281.9094775,1508.318446
2021,171.6994479,2331.959854,90,17/08/2021,50,20,2,seco,115.8549092,183.4048319,1855.612159
2022,,,100,22/06/2022,40,20,3,húmedo,241.6590949,292.3736181,2014.302203
2022,204.0692229,4607.952126,100,18/08/2022,40,20,2,templado,253.9229855,61.87394712,1599.412067
2022,154.7609941,4375.331498,90,26/09/2022,50,30,3,tropical,201.6695782,175.5157393,2089.275646
2022,206.7716184,2458.206801,80,05/09/2022,40,15,1,seco,182.9009716,99.10783381,1791.307421
2022,87.95997809,3509.936618,100,22/07/2022,30,20,2,tropical,285.6982877,223.7630145,1566.444757
2022,23.19385948,1136.575026,90,26/09/2022,50,30,2,tropical,226.8444195,255.6768011,1866.822009
2022,59.7242247,1146.208174,90,18/08/2022,40,30,1,húmedo,171.585337,60.16692279,1783.592953
2022,227.2124746,1027.934333,100,01/06/2022,40,20,3,húmedo,214.0470124,229.0560539,1972.320336
2022,2.335754888,1737.657217,100,21/07/2022,20,15,1,templado,238.0934517,163.1521326,1749.330065
2022,24.12762942,,90,15/07/2022,20,15,3,tropical,227.9735684,195.9180299,1523.240213
2022,126.0852675,2381.50815,70,25/08/2022,,15,1,tropical,268.5826566,299.6985253,1842.715816
2022,274.2117011,4050.995807,70,09/09/2022,40,15,1,húmedo,204.4601619,184.9329208,1568.960229
2022,,4768.634265,80,20/09/2022,40,30,3,tropical,232.1562515,127.097949,1962.213536
2022,187.1852665,4550.141635,90,08/08/2022,50,30,2,seco,126.6832273,162.1551764,1828.132016
2022,121.3425663,2152.658824,90,17/09/2022,40,15,1,húmedo,192.3366246,115.2406333,1802.339434
2022,254.8383743,4463.127388,70,13/09/2022,50,15,2,tropical,184.6107496,125.455891,1666.953388
2022,77.85551351,4426.652463,100,26/07/2022,20,15,2,seco,259.7272425,125.0345897,2013.993267
2022,244.783072,995.7495422,70,12/06/2022,40,20,2,tropical,120.9231988,240.8968502,1616.433135
2022,227.9545853,3980.366992,70,05/06/2022,40,20,2,tropical,193.7800107,192.5128576,1575.346082
2022,142.2741136,1095.171391,70,23/08/2022,30,15,1,seco,129.5448904,267.5922797,1637.632846
2022,222.6555067,1380.366407,90,26/07/2022,50,30,3,tropical,149.6729583,253.2708648,1999.680086
